! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! Airfoil FFA-W3-301
! File automatically generated by WISDEM @ NREL
! This file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0      					 NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
"unused"                 BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
10.000000                Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
       -2.21       alpha0              ! 0-lift angle of attack, depends on airfoil.
       16.00       alpha1              ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
       -85.00       alpha2              ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
           0       eta_e               ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
       7.4906       C_nalpha            ! Slope of the 2D normal force coefficient curve. (1/rad)
           3       T_f0                ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
           6       T_V0                ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
           1.7     T_p                 ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
           11      T_VL                ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
           0.14    b1                  ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
           0.53    b2                  ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
           5       b5                  ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
           0.3     A1                  ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
           0.7     A2                  ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
           1       A5                  ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
           0       S1                  ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
           0       S2                  ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
           0       S3                  ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
           0       S4                  ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
           0       Cn1                 ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
           0       Cn2                 ! As Cn1 for negative AOAs.
           0.19    St_sh               ! Strouhal's shedding frequency constant.  [default = 0.19]
           0.0118   Cd0                 ! 2D drag coefficient value at 0-lift.
           0       Cm0                 ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
           0       k0                  ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
           0       k1                  ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
           0       k2                  ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
           0       k3                  ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
           0       k1_hat              ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
           0.2     x_cp_bar            ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"DEFAULT"          UACutout            ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"          filtCutOff          ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
105                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.8000e+02   0.0000e+00   0.0000e+00   0.0000e+00
-1.7500e+02   1.7360e-01   9.9000e-03   2.1800e-02
-1.7000e+02   3.4200e-01   3.9200e-02   4.3400e-02
-1.6500e+02   5.0000e-01   8.7100e-02   6.4700e-02
-1.6000e+02   6.4280e-01   1.5210e-01   8.5500e-02
-1.5500e+02   7.6600e-01   2.3220e-01   1.0570e-01
-1.5000e+02   8.6600e-01   3.2500e-01   1.2500e-01
-1.4500e+02   9.3970e-01   4.2770e-01   1.4340e-01
-1.4000e+02   9.8480e-01   5.3710e-01   1.6070e-01
-1.3500e+02   1.0000e+00   6.5000e-01   1.7680e-01
-1.3000e+02   9.8480e-01   7.6290e-01   1.9150e-01
-1.2500e+02   9.3970e-01   8.7230e-01   2.0480e-01
-1.2000e+02   8.6600e-01   9.7500e-01   2.1650e-01
-1.1500e+02   7.6600e-01   1.0678e+00   2.2660e-01
-1.1000e+02   6.4280e-01   1.1479e+00   2.3490e-01
-1.0500e+02   5.0000e-01   1.2129e+00   2.4150e-01
-1.0000e+02   3.4200e-01   1.2608e+00   2.4620e-01
-9.5000e+01   1.7360e-01   1.2901e+00   2.4900e-01
-9.0000e+01   0.0000e+00   1.3000e+00   2.5000e-01
-8.5000e+01  -1.7360e-01   1.2901e+00   2.4900e-01
-8.0000e+01  -3.4200e-01   1.2608e+00   2.4620e-01
-7.5000e+01  -5.0000e-01   1.2129e+00   2.4150e-01
-7.0000e+01  -6.4280e-01   1.1479e+00   2.3490e-01
-6.5000e+01  -7.6600e-01   1.0678e+00   2.2660e-01
-6.0000e+01  -8.6600e-01   9.7500e-01   2.1650e-01
-5.5000e+01  -9.3970e-01   8.7230e-01   2.0480e-01
-5.0000e+01  -9.8480e-01   7.6290e-01   1.9150e-01
-4.5000e+01  -1.0000e+00   6.5000e-01   1.7680e-01
-4.0000e+01  -1.0216e+00   5.3520e-01   1.4160e-01
-3.9000e+01  -1.0239e+00   5.0660e-01   1.3460e-01
-3.8000e+01  -1.0162e+00   4.8510e-01   1.2760e-01
-3.7000e+01  -1.0185e+00   4.5650e-01   1.2050e-01
-3.6000e+01  -1.0108e+00   4.2790e-01   1.1350e-01
-3.5000e+01  -1.0031e+00   3.9940e-01   9.6500e-02
-3.4000e+01  -9.9540e-01   3.7080e-01   7.9400e-02
-3.3000e+01  -9.8770e-01   3.3530e-01   6.2400e-02
-3.2000e+01  -9.8350e-01   3.0970e-01   5.1500e-02
-3.0000e+01  -9.7030e-01   2.6630e-01   3.8900e-02
-2.8000e+01  -9.6720e-01   2.2290e-01   2.6300e-02
-2.6000e+01  -9.4410e-01   1.9410e-01   1.5400e-02
-2.4000e+01  -9.3100e-01   1.6540e-01   4.5000e-03
-2.2000e+01  -9.0470e-01   1.4170e-01  -3.9000e-03
-2.0000e+01  -8.7840e-01   1.1810e-01  -1.2300e-02
-1.8000e+01  -8.4590e-01   9.8600e-02  -1.7500e-02
-1.6000e+01  -8.1340e-01   7.9200e-02  -2.2700e-02
-1.4000e+01  -7.7280e-01   6.4300e-02  -2.3500e-02
-1.2000e+01  -7.3220e-01   4.9500e-02  -2.4400e-02
-1.0000e+01  -6.9350e-01   3.8100e-02  -2.2700e-02
-8.0000e+00  -6.5470e-01   2.6700e-02  -2.1000e-02
-6.0000e+00  -4.5070e-01   2.0400e-02  -3.8900e-02
-4.0000e+00  -2.4670e-01   1.4000e-02  -5.6900e-02
-2.0000e+00   2.9500e-02   1.2900e-02  -7.1700e-02
 0.0000e+00   3.0560e-01   1.1800e-02  -8.6500e-02
 2.0000e+00   5.6700e-01   1.1900e-02  -9.5400e-02
 4.0000e+00   8.1990e-01   1.2500e-02  -1.0240e-01
 6.0000e+00   1.0614e+00   1.3600e-02  -1.0710e-01
 8.0000e+00   1.2874e+00   1.5200e-02  -1.0940e-01
 1.0000e+01   1.4840e+00   1.8000e-02  -1.0796e-01
 1.2000e+01   1.6388e+00   2.2400e-02  -1.0256e-01
 1.4000e+01   1.7327e+00   3.0300e-02  -9.5240e-02
 1.6000e+01   1.7142e+00   5.3900e-02  -9.1040e-02
 1.8000e+01   1.6828e+00   9.5400e-02  -9.7940e-02
 2.0000e+01   1.6567e+00   1.4350e-01  -1.1030e-01
 2.2000e+01   1.6444e+00   2.2800e-01  -1.2996e-01
 2.4000e+01   1.6329e+00   3.1480e-01  -1.5332e-01
 2.6000e+01   1.6333e+00   3.9260e-01  -1.7600e-01
 2.8000e+01   1.6175e+00   4.6230e-01  -1.9658e-01
 3.0000e+01   1.5975e+00   5.2660e-01  -2.1490e-01
 3.2000e+01   1.5708e+00   5.8550e-01  -2.3130e-01
 3.3000e+01   1.5758e+00   6.2150e-01  -2.3660e-01
 3.4000e+01   1.5571e+00   6.5620e-01  -2.4060e-01
 3.5000e+01   1.5475e+00   6.8970e-01  -2.4470e-01
 3.6000e+01   1.5268e+00   7.1480e-01  -2.4870e-01
 3.7000e+01   1.5259e+00   7.4640e-01  -2.4960e-01
 3.8000e+01   1.5139e+00   7.7620e-01  -2.4550e-01
